fileName,sample,individual,tissue,raw.single.reads
G49175.GTEX-ZPU1-2426.1,GTEX-ZPU1-2426-SM-4WWFM,GTEX-ZPU1,Adipose - Subcutaneous,89226666
G62594.GTEX-146FQ-0426.2,GTEX-146FQ-0426-SM-5NQBA,GTEX-146FQ,Nerve - Tibial,79133333
G62533.GTEX-ZYFD-1526.2,GTEX-ZYFD-1526-SM-5NQ7T,GTEX-ZYFD,Kidney - Cortex,73493333
G35562.GTEX-WZTO-0011-R6B-SM-4E3J6.4,GTEX-WZTO-0011-R6B-SM-4E3J6,GTEX-WZTO,Brain - Nucleus accumbens (basal ganglia),99426666
G25883.GTEX-OIZH-1326-SM-3NB1H.2,GTEX-OIZH-1326-SM-3NB1H,GTEX-OIZH,Adrenal Gland,113746666
G62178.GTEX-ZY6K-0226.2,GTEX-ZY6K-0226-SM-5SIAY,GTEX-ZY6K,Thyroid,74453333
G63138.GTEX-11I78-1326.2,GTEX-11I78-1326-SM-5PNY9,GTEX-11I78,Colon - Sigmoid,85720000
G63869.GTEX-11NV4-0008.2,GTEX-11NV4-0008-SM-5Q5BA,GTEX-11NV4,Cells - Transformed fibroblasts,62986666
G34397.GTEX-XPVG-0326-SM-4B653.3,GTEX-XPVG-0326-SM-4B653,GTEX-XPVG,Pancreas,90893333
G63179.GTEX-13X6I-0011-R1b.2,GTEX-13X6I-0011-R1b-SM-5PNZC,GTEX-13X6I,Brain - Hippocampus,97493333
G38945.GTEX-TKQ1-1126-SM-4GIAZ.2,GTEX-TKQ1-1126-SM-4GIAZ,GTEX-TKQ1,Adipose - Subcutaneous,97226666
G60939.GTEX-13OVJ-0426.2,GTEX-13OVJ-0426-SM-5L3GX,GTEX-13OVJ,Nerve - Tibial,62306666
G63141.GTEX-11P81-0726.2,GTEX-11P81-0726-SM-5PNYH,GTEX-11P81,Adipose - Visceral (Omentum),94480000
G35552.GTEX-U8XE-1726-SM-4E3IF.4,GTEX-U8XE-1726-SM-4E3IF,GTEX-U8XE,Esophagus - Mucosa,80120000
G59699.GTEX-117XS-2526.2,GTEX-117XS-2526-SM-5H11G,GTEX-117XS,Muscle - Skeletal,87520000
G33883.GTEX-PW2O-0426-SM-48TCC.1,GTEX-PW2O-0426-SM-48TCC,GTEX-PW2O,Artery - Aorta,76653333
G42339.GTEX-X4LF-0626.2,GTEX-X4LF-0626-SM-4QASB,GTEX-X4LF,Esophagus - Mucosa,73400000
G63107.GTEX-145LS-0011-R1b.2,GTEX-145LS-0011-R1b-SM-5PNUP,GTEX-145LS,Brain - Hippocampus,76066666
G46535.GTEX-Y114-0126.2,GTEX-Y114-0126-SM-4TT8K,GTEX-Y114,Heart - Atrial Appendage,103160000
G59211.GTEX-12696-1126.3,GTEX-12696-1126-SM-5FQTI,GTEX-12696,Heart - Left Ventricle,84000000
G16821.GTEX-NL4W-0011-R2a.3,GTEX-NL4W-0011-R2a-SM-2I5GV,GTEX-NL4W,Brain - Substantia nigra,127853333
G62612.GTEX-147F3-0226.2,GTEX-147F3-0226-SM-5NQBV,GTEX-147F3,Muscle - Skeletal,79013333
G46759.GTEX-Y8E4-0008.1,GTEX-Y8E4-0008-SM-4V6FW,GTEX-Y8E4,Cells - Transformed fibroblasts,120960000
G61057.GTEX-13U4I-0926.2,GTEX-13U4I-0926-SM-5LU5A,GTEX-13U4I,Artery - Coronary,67866666
G60731.GTEX-13VXT-1826.2,GTEX-13VXT-1826-SM-5KM2F,GTEX-13VXT,Esophagus - Gastroesophageal Junction,90813333
G52630.GTEX-12WSB-3226.2,GTEX-12WSB-3226-SM-59HJP,GTEX-12WSB,Pituitary,90333333
G40996.GTEX-WFJO-1126-SM-4LVLZ.3,GTEX-WFJO-1126-SM-4LVLZ,GTEX-WFJO,Stomach,74586666
G35180.GTEX-T2IS-1126-SM-4DM6Z.1,GTEX-T2IS-1126-SM-4DM6Z,GTEX-T2IS,Nerve - Tibial,54066666
G34423.GTEX-XMK1-2426-SM-4B66I.3,GTEX-XMK1-2426-SM-4B66I,GTEX-XMK1,Nerve - Tibial,92200000
G35565.GTEX-WZTO-0011-R10B-SM-4E3KB.4,GTEX-WZTO-0011-R10B-SM-4E3KB,GTEX-WZTO,Brain - Frontal Cortex (BA9),118653333
G60790.GTEX-13OVI-2326.2,GTEX-13OVI-2326-SM-5KM47,GTEX-13OVI,Minor Salivary Gland,72720000
G60763.GTEX-13O61-0126.2,GTEX-13O61-0126-SM-5KM4P,GTEX-13O61,Adrenal Gland,63186666
G22916.GTEX-TSE9-0126-SM-3DB83.1,GTEX-TSE9-0126-SM-3DB83,GTEX-TSE9,Skin - Sun Exposed (Lower leg),135786666
G46925.GTEX-Y8E4-1026.1,GTEX-Y8E4-1026-SM-4VBQ5,GTEX-Y8E4,Muscle - Skeletal,129479999
G62324.GTEX-1192X-3026.2,GTEX-1192X-3026-SM-5N9BM,GTEX-1192X,Pituitary,82853333
G62211.GTEX-146FH-2026.2,GTEX-146FH-2026-SM-5SI9I,GTEX-146FH,Adipose - Visceral (Omentum),105040000
G65541.GTEX-PLZ4-0006.3,GTEX-PLZ4-0006-SM-5SI8L,GTEX-PLZ4,Whole Blood,74786666
G34272.GTEX-XGQ4-0426-SM-4AT4I.2,GTEX-XGQ4-0426-SM-4AT4I,GTEX-XGQ4,Thyroid,57200000
G25886.GTEX-OIZI-1026-SM-3NB1K.2,GTEX-OIZI-1026-SM-3NB1K,GTEX-OIZI,Lung,123626666
G18599.GTEX-RNOR-0011-R7A-SM-2TF4V.1,GTEX-RNOR-0011-R7A-SM-2TF4V,GTEX-RNOR,Brain - Putamen (basal ganglia),107680000
G61076.GTEX-13QBU-1326.2,GTEX-13QBU-1326-SM-5LU4K,GTEX-13QBU,Adipose - Visceral (Omentum),71253333
G52455.GTEX-111YS-2226.3,GTEX-111YS-2226-SM-5987P,GTEX-111YS,Artery - Tibial,78080000
G59209.GTEX-12696-3126.3,GTEX-12696-3126-SM-5FQUX,GTEX-12696,Pituitary,79520000
G35314.GTEX-U3ZM-0826-SM-4DXU6.7,GTEX-U3ZM-0826-SM-4DXU6,GTEX-U3ZM,Bladder,67853333
G49305.GTEX-ZQUD-0003.2,GTEX-ZQUD-0003-SM-4YCD3,GTEX-ZQUD,Cells - EBV-transformed lymphocytes,87813333
G59084.GTEX-11ZTS-2326.6,GTEX-11ZTS-2326-SM-5EQMY,GTEX-11ZTS,Uterus,79466666
G60068.GTEX-ZE9C-2526.2,GTEX-ZE9C-2526-SM-5IJDR,GTEX-ZE9C,Skin - Not Sun Exposed (Suprapubic),80560000
G40890.GTEX-W5WG-2426-SM-4LMI6.3,GTEX-W5WG-2426-SM-4LMI6,GTEX-W5WG,Colon - Transverse,84853333
G56149.GTEX-ZC5H-2026.2,GTEX-ZC5H-2026-SM-5CVN2,GTEX-ZC5H,Ovary,82266666
G59455.GTEX-11DXY-2726.4,GTEX-11DXY-2726-SM-5GID2,GTEX-11DXY,Muscle - Skeletal,63106666
G35347.GTEX-TML8-0008-SM-4DXUI.7,GTEX-TML8-0008-SM-4DXUI,GTEX-TML8,Cells - Transformed fibroblasts,76506666
G60538.GTEX-13O3O-0326.2,GTEX-13O3O-0326-SM-5K7W2,GTEX-13O3O,Nerve - Tibial,94573333
G35616.GTEX-NFK9-0008-SM-4E3JE.4,GTEX-NFK9-0008-SM-4E3JE,GTEX-NFK9,Cells - Transformed fibroblasts,93440000
G53053.GTEX-11DYG-3126.3,GTEX-11DYG-3126-SM-5A5L6,GTEX-11DYG,Pituitary,65879999
G26623.GTEX-X261-0011-R5A-SM-3NMB4.1,GTEX-X261-0011-R5A-SM-3NMB4,GTEX-X261,Brain - Caudate (basal ganglia),105693333
G59169.GTEX-12696-1726.6,GTEX-12696-1726-SM-5EQLH,GTEX-12696,Stomach,76280000
G49052.GTEX-ZLV1-1526.1,GTEX-ZLV1-1526-SM-4WWBC,GTEX-ZLV1,Skin - Not Sun Exposed (Suprapubic),71386666
G48992.GTEX-ZPCL-0006.1,GTEX-ZPCL-0006-SM-4WWAS,GTEX-ZPCL,Whole Blood,78040000
G60458.GTEX-ZDTT-2026.2,GTEX-ZDTT-2026-SM-5K7TY,GTEX-ZDTT,Testis,88640000
G62896.GTEX-132QS-1226.3,GTEX-132QS-1226-SM-5P9GD,GTEX-132QS,Testis,115586666
G59755.GTEX-11EM3-2226.2,GTEX-11EM3-2226-SM-5H11Y,GTEX-11EM3,Artery - Tibial,78733333
G34300.GTEX-XLM4-1526-SM-4AT6D.2,GTEX-XLM4-1526-SM-4AT6D,GTEX-XLM4,Testis,73146666
G62850.GTEX-12WSI-0011-R11b.3,GTEX-12WSI-0011-R11b-SM-5P9EZ,GTEX-12WSI,Brain - Cerebellar Hemisphere,128106666
G60946.GTEX-13PL7-2126.2,GTEX-13PL7-2126-SM-5L3HZ,GTEX-13PL7,Artery - Tibial,56973333
G56129.GTEX-Z9EW-0226.2,GTEX-Z9EW-0226-SM-5CVM7,GTEX-Z9EW,Thyroid,73933333
G62624.GTEX-145MO-2326.2,GTEX-145MO-2326-SM-5NQ9K,GTEX-145MO,Liver,107080000
G60430.GTEX-13O3P-0726.3,GTEX-13O3P-0726-SM-5J2OM,GTEX-13O3P,Thyroid,85413333
G46561.GTEX-Y3I4-0526.2,GTEX-Y3I4-0526-SM-4TT6X,GTEX-Y3I4,Heart - Atrial Appendage,105106666
G35585.GTEX-N7MS-0326-SM-4E3K2.4,GTEX-N7MS-0326-SM-4E3K2,GTEX-N7MS,Adipose - Subcutaneous,87426666
G39642.GTEX-UJHI-0126-SM-4IHLP.2,GTEX-UJHI-0126-SM-4IHLP,GTEX-UJHI,Spleen,75840000
G59463.GTEX-ZYY3-2926.4,GTEX-ZYY3-2926-SM-5GIEB,GTEX-ZYY3,Skin - Not Sun Exposed (Suprapubic),63293333
G52626.GTEX-12ZZZ-1726.2,GTEX-12ZZZ-1726-SM-59HK5,GTEX-12ZZZ,Heart - Left Ventricle,83720000
G49351.GTEX-YEC3-0726.2,GTEX-YEC3-0726-SM-4YCD1,GTEX-YEC3,Heart - Left Ventricle,118000000
G39743.GTEX-V1D1-1026-SM-4JBHE.1,GTEX-V1D1-1026-SM-4JBHE,GTEX-V1D1,Esophagus - Mucosa,85746666
G60637.GTEX-13OW8-2226.2,GTEX-13OW8-2226-SM-5K7Z4,GTEX-13OW8,Esophagus - Muscularis,74733333
G63100.GTEX-14ABY-0011-R6a.2,GTEX-14ABY-0011-R6a-SM-5PNWR,GTEX-14ABY,Brain - Nucleus accumbens (basal ganglia),81866666
G65598.GTEX-145LU-0011-R9b.3,GTEX-145LU-0011-R9b-SM-5SI66,GTEX-145LU,Brain - Spinal cord (cervical c-1),89666666
G60148.GTEX-13W46-0526.2,GTEX-13W46-0526-SM-5IJBD,GTEX-13W46,Nerve - Tibial,83786666
G61974.GTEX-12696-0005.2,GTEX-12696-0005-SM-5LZYS,GTEX-12696,Whole Blood,73400000
G35558.GTEX-XYKS-1826-SM-4E3JV.4,GTEX-XYKS-1826-SM-4E3JV,GTEX-XYKS,Adipose - Visceral (Omentum),87973333
G53819.GTEX-12WSC-0526.2,GTEX-12WSC-0526-SM-5BC5X,GTEX-12WSC,Artery - Tibial,78133333
G62954.GTEX-11TT1-0526.3,GTEX-11TT1-0526-SM-5P9JO,GTEX-11TT1,Esophagus - Mucosa,87146666
G62904.GTEX-13O3O-0011-R7b.3,GTEX-13O3O-0011-R7b-SM-5P9GZ,GTEX-13O3O,Brain - Putamen (basal ganglia),117346666
G34521.GTEX-XUZC-0226-SM-4BOO7.7,GTEX-XUZC-0226-SM-4BOO7,GTEX-XUZC,Adrenal Gland,66173333
G46569.GTEX-Y3I4-1626.2,GTEX-Y3I4-1626-SM-4TT7W,GTEX-Y3I4,Stomach,102453333
G63204.GTEX-13RTJ-0011-R4b.2,GTEX-13RTJ-0011-R4b-SM-5PNX1,GTEX-13RTJ,Brain - Amygdala,113333333
G48659.GTEX-ZC5H-2226.1,GTEX-ZC5H-2226-SM-4WAWS,GTEX-ZC5H,Vagina,95693333
G62150.GTEX-13NZA-0011-R9b.2,GTEX-13NZA-0011-R9b-SM-5MR5I,GTEX-13NZA,Brain - Spinal cord (cervical c-1),81906666
G65122.GTEX-14AS3-2326.2,GTEX-14AS3-2326-SM-5S2NZ,GTEX-14AS3,Artery - Tibial,69413333
G32409.GTEX-QMRM-0626-SM-447BQ.2,GTEX-QMRM-0626-SM-447BQ,GTEX-QMRM,Artery - Aorta,62893333
G60803.GTEX-13OVH-0011-R5b.2,GTEX-13OVH-0011-R5b-SM-5KM4L,GTEX-13OVH,Brain - Caudate (basal ganglia),77746666
G52289.GTEX-ZVZQ-0011-R3a.1,GTEX-ZVZQ-0011-R3a-SM-57WC7,GTEX-ZVZQ,Brain - Anterior cingulate cortex (BA24),71840000
G56217.GTEX-13112-2726.2,GTEX-13112-2726-SM-5DUW5,GTEX-13112,Adipose - Subcutaneous,68066666
G35298.GTEX-U3ZH-0626-SM-4DXT3.7,GTEX-U3ZH-0626-SM-4DXT3,GTEX-U3ZH,Artery - Aorta,77546666
G52457.GTEX-117XS-0526.3,GTEX-117XS-0526-SM-5987Q,GTEX-117XS,Thyroid,70320000
G59159.GTEX-11ZUS-2826.6,GTEX-11ZUS-2826-SM-5EQKW,GTEX-11ZUS,Brain - Cerebellum,110066666
G34729.GTEX-XUZC-1726-SM-4BRWS.1,GTEX-XUZC-1726-SM-4BRWS,GTEX-XUZC,Skin - Sun Exposed (Lower leg),57893333
G62552.GTEX-12WSG-0005.2,GTEX-12WSG-0005-SM-5NQA2,GTEX-12WSG,Whole Blood,112680000
G21074.GTEX-T2IS-2926-SM-32QPO.1,GTEX-T2IS-2926-SM-32QPO,GTEX-T2IS,Brain - Cerebellum,109013333
G26649.GTEX-WHSE-1126-SM-3NMBU.1,GTEX-WHSE-1126-SM-3NMBU,GTEX-WHSE,Artery - Tibial,117373333
G62303.GTEX-11GSP-2926.2,GTEX-11GSP-2926-SM-5N9C2,GTEX-11GSP,Artery - Tibial,78640000
G59894.GTEX-131XE-0626.2,GTEX-131XE-0626-SM-5HL98,GTEX-131XE,Heart - Left Ventricle,82666666
G59797.GTEX-11EQ9-2426.2,GTEX-11EQ9-2426-SM-5HL5T,GTEX-11EQ9,Skin - Sun Exposed (Lower leg),60306666
G33899.GTEX-PWCY-0726-SM-48TCS.1,GTEX-PWCY-0726-SM-48TCS,GTEX-PWCY,Esophagus - Mucosa,65640000
G18613.GTEX-REY6-0326-SM-2TF5A.1,GTEX-REY6-0326-SM-2TF5A,GTEX-REY6,Adipose - Subcutaneous,97880000
G25885.GTEX-OIZH-1526-SM-3NB1J.2,GTEX-OIZH-1526-SM-3NB1J,GTEX-OIZH,Stomach,99573333
G25121.GTEX-OHPM-0226-SM-3LK61.1,GTEX-OHPM-0226-SM-3LK61,GTEX-OHPM,Adipose - Subcutaneous,114973333
G21054.GTEX-T2IS-0011-R5A-SM-32QP4.1,GTEX-T2IS-0011-R5A-SM-32QP4,GTEX-T2IS,Brain - Caudate (basal ganglia),139533333
G41003.GTEX-WFON-1126-SM-4LVMA.3,GTEX-WFON-1126-SM-4LVMA,GTEX-WFON,Stomach,73226666
G26620.GTEX-X4XX-2926-SM-3NMB1.1,GTEX-X4XX-2926-SM-3NMB1,GTEX-X4XX,Brain - Cerebellum,131666666
G26754.GTEX-WHSE-0011-R4A-SM-3P5ZN.2,GTEX-WHSE-0011-R4A-SM-3P5ZN,GTEX-WHSE,Brain - Amygdala,117493333
G62554.GTEX-12WSK-0006.2,GTEX-12WSK-0006-SM-5NQA1,GTEX-12WSK,Whole Blood,103653333
G33820.GTEX-PX3G-2026-SM-48U1H.3,GTEX-PX3G-2026-SM-48U1H,GTEX-PX3G,Uterus,91920000
G52501.GTEX-11P7K-0326.3,GTEX-11P7K-0326-SM-59871,GTEX-11P7K,Lung,88840000
G33969.GTEX-S32W-1426-SM-4AD66.3,GTEX-S32W-1426-SM-4AD66,GTEX-S32W,Uterus,78133333
G58289.GTEX-11H98-0126.2,GTEX-11H98-0126-SM-5EGHG,GTEX-11H98,Skin - Sun Exposed (Lower leg),70520000
G26575.GTEX-S7PM-0008-SM-3NM9Q.1,GTEX-S7PM-0008-SM-3NM9Q,GTEX-S7PM,Cells - Transformed fibroblasts,130240000
G39680.GTEX-UPK5-0008-SM-4IHJD.2,GTEX-UPK5-0008-SM-4IHJD,GTEX-UPK5,Cells - Transformed fibroblasts,82813333
G45216.GTEX-Z93S-0011-R7b.2,GTEX-Z93S-0011-R7b-SM-4RGNK,GTEX-Z93S,Brain - Putamen (basal ganglia),83840000
G18629.GTEX-RTLS-0826-SM-2TF5Q.1,GTEX-RTLS-0826-SM-2TF5Q,GTEX-RTLS,Heart - Left Ventricle,107373333
G60396.GTEX-13FTY-0726.3,GTEX-13FTY-0726-SM-5J2OH,GTEX-13FTY,Thyroid,86000000
G56316.GTEX-ZYT6-1526.3,GTEX-ZYT6-1526-SM-5E45F,GTEX-ZYT6,Artery - Tibial,93146666
G21086.GTEX-TKQ1-0226-SM-33HB5.1,GTEX-TKQ1-0226-SM-33HB5,GTEX-TKQ1,Breast - Mammary Tissue,134506666
G16663.GTEX-Q734-0526.3,GTEX-Q734-0526-SM-2I3EH,GTEX-Q734,Thyroid,90960000
G63986.GTEX-145LS-2026.1,GTEX-145LS-2026-SM-5Q5D7,GTEX-145LS,Esophagus - Gastroesophageal Junction,89720000
G61068.GTEX-13W3W-1726.2,GTEX-13W3W-1726-SM-5LU4A,GTEX-13W3W,Esophagus - Muscularis,80800000
G52391.GTEX-ZT9W-0926.1,GTEX-ZT9W-0926-SM-57WFS,GTEX-ZT9W,Pancreas,92333333
G62688.GTEX-145ME-0826.2,GTEX-145ME-0826-SM-5O9AF,GTEX-145ME,Colon - Transverse,94306666
G42481.GTEX-QESD-0726.2,GTEX-QESD-0726-SM-4R1KQ,GTEX-QESD,Esophagus - Muscularis,53613333
G59921.GTEX-ZC5H-1526.2,GTEX-ZC5H-1526-SM-5HL9Y,GTEX-ZC5H,Skin - Not Sun Exposed (Suprapubic),81493333
G35568.GTEX-X261-0011-R7A-SM-4E3JJ.4,GTEX-X261-0011-R7A-SM-4E3JJ,GTEX-X261,Brain - Putamen (basal ganglia),99240000
G59504.GTEX-12WSI-0011-R7b.2,GTEX-12WSI-0011-R7b-SM-5GU78,GTEX-12WSI,Brain - Putamen (basal ganglia),66213333
G33690.GTEX-R55G-0008-SM-48FEX.4,GTEX-R55G-0008-SM-48FEX,GTEX-R55G,Cells - Transformed fibroblasts,71693333
G56103.GTEX-11VI4-1726.2,GTEX-11VI4-1726-SM-5CVLH,GTEX-11VI4,Skin - Sun Exposed (Lower leg),91613333
G20926.GTEX-T5JC-0526-SM-32PM7.2,GTEX-T5JC-0526-SM-32PM7,GTEX-T5JC,Adipose - Subcutaneous,99173333
G59226.GTEX-12584-0426.3,GTEX-12584-0426-SM-5FQTT,GTEX-12584,Artery - Tibial,74773333
G49088.GTEX-XMD2-0926.1,GTEX-XMD2-0926-SM-4WWEF,GTEX-XMD2,Breast - Mammary Tissue,98893333
G49140.GTEX-ZP4G-0826.1,GTEX-ZP4G-0826-SM-4WWF3,GTEX-ZP4G,Vagina,99506666
G62318.GTEX-1122O-0626.2,GTEX-1122O-0626-SM-5N9B9,GTEX-1122O,Heart - Atrial Appendage,86506666
G60274.GTEX-1399U-1426.2,GTEX-1399U-1426-SM-5J1N8,GTEX-1399U,Esophagus - Gastroesophageal Junction,87106666
G33910.GTEX-PLZ6-0008-SM-48TD5.1,GTEX-PLZ6-0008-SM-48TD5,GTEX-PLZ6,Cells - Transformed fibroblasts,69146666
G64010.GTEX-14A5H-0726.1,GTEX-14A5H-0726-SM-5Q5DW,GTEX-14A5H,Thyroid,84280000
G20936.GTEX-SNOS-0426-SM-32PMH.2,GTEX-SNOS-0426-SM-32PMH,GTEX-SNOS,Lung,72666666
G59354.GTEX-12ZZW-0426.2,GTEX-12ZZW-0426-SM-5GCO9,GTEX-12ZZW,Artery - Tibial,80400000
G59758.GTEX-11EM3-0626.2,GTEX-11EM3-0626-SM-5H12Z,GTEX-11EM3,Heart - Left Ventricle,91200000
G59674.GTEX-ZVZP-1826.3,GTEX-ZVZP-1826-SM-5GZXB,GTEX-ZVZP,Small Intestine - Terminal Ileum,90186666
G25942.GTEX-WY7C-0226-SM-3NB37.2,GTEX-WY7C-0226-SM-3NB37,GTEX-WY7C,Thyroid,140293333
G47173.GTEX-YFCO-0126.1,GTEX-YFCO-0126-SM-4W1YT,GTEX-YFCO,Adrenal Gland,123440000
G26544.GTEX-S7SF-0008-SM-3NM8T.1,GTEX-S7SF-0008-SM-3NM8T,GTEX-S7SF,Cells - Transformed fibroblasts,155413333
G35232.GTEX-T5JW-0426-SM-4DM7M.1,GTEX-T5JW-0426-SM-4DM7M,GTEX-T5JW,Ovary,79840000
G23366.GTEX-R3RS-0005-SM-3GAEH.1,GTEX-R3RS-0005-SM-3GAEH,GTEX-R3RS,Whole Blood,69653333
G59768.GTEX-117YW-0826.2,GTEX-117YW-0826-SM-5H11O,GTEX-117YW,Adipose - Visceral (Omentum),73320000
G34275.GTEX-XK95-0426-SM-4AT4R.2,GTEX-XK95-0426-SM-4AT4R,GTEX-XK95,Adipose - Subcutaneous,61893333
G34255.GTEX-XBED-1226-SM-4AT5V.2,GTEX-XBED-1226-SM-4AT5V,GTEX-XBED,Stomach,73000000
G60143.GTEX-13W3W-0726.2,GTEX-13W3W-0726-SM-5IJDQ,GTEX-13W3W,Skin - Not Sun Exposed (Suprapubic),83226666
G35332.GTEX-U4B1-1226-SM-4DXT7.7,GTEX-U4B1-1226-SM-4DXT7,GTEX-U4B1,Bladder,78066666
G33802.GTEX-Q734-0426-SM-48TZX.3,GTEX-Q734-0426-SM-48TZX,GTEX-Q734,Pancreas,73386666
G62885.GTEX-131XE-2726.3,GTEX-131XE-2726-SM-5P9G7,GTEX-131XE,Muscle - Skeletal,96186666
G61033.GTEX-13W3W-1626.2,GTEX-13W3W-1626-SM-5LU35,GTEX-13W3W,Esophagus - Mucosa,101853333
G59756.GTEX-11EM3-2326.2,GTEX-11EM3-2326-SM-5H12B,GTEX-11EM3,Adipose - Subcutaneous,80093333
G32987.GTEX-X88G-0126-SM-47JZ3.3,GTEX-X88G-0126-SM-47JZ3,GTEX-X88G,Skin - Sun Exposed (Lower leg),77106666
G62543.GTEX-147JS-0006.2,GTEX-147JS-0006-SM-5NQ7K,GTEX-147JS,Whole Blood,78973333
G49160.GTEX-ZLV1-0626.1,GTEX-ZLV1-0626-SM-4WWF6,GTEX-ZLV1,Esophagus - Muscularis,85426666
G58537.GTEX-13113-2126.2,GTEX-13113-2126-SM-5EQ4U,GTEX-13113,Artery - Tibial,66213333
G42252.GTEX-X261-2326.3,GTEX-X261-2326-SM-4PQYU,GTEX-X261,Testis,55986666
G62453.GTEX-113IC-0006.2,GTEX-113IC-0006-SM-5NQ9C,GTEX-113IC,Whole Blood,68373333
G23443.GTEX-QVJO-0126-SM-3GIK4.1,GTEX-QVJO-0126-SM-3GIK4,GTEX-QVJO,Muscle - Skeletal,63186666
G42341.GTEX-X4LF-0126.2,GTEX-X4LF-0126-SM-4QAS7,GTEX-X4LF,Adrenal Gland,72666666
G59225.GTEX-1211K-0426.3,GTEX-1211K-0426-SM-5FQTP,GTEX-1211K,Spleen,93840000
G33660.GTEX-QVUS-0426-SM-48FE3.4,GTEX-QVUS-0426-SM-48FE3,GTEX-QVUS,Artery - Aorta,72306666
G59805.GTEX-11NV4-1326.2,GTEX-11NV4-1326-SM-5HL6V,GTEX-11NV4,Liver,101280000
G61948.GTEX-12WSK-1126.2,GTEX-12WSK-1126-SM-5LZV8,GTEX-12WSK,Esophagus - Mucosa,73293333
G35303.GTEX-U3ZN-0826-SM-4DXSZ.7,GTEX-U3ZN-0826-SM-4DXSZ,GTEX-U3ZN,Adrenal Gland,85333333
G34416.GTEX-XPVG-2526-SM-4B66D.3,GTEX-XPVG-2526-SM-4B66D,GTEX-XPVG,Muscle - Skeletal,125386666
G62710.GTEX-145LT-0626.2,GTEX-145LT-0626-SM-5O99E,GTEX-145LT,Prostate,91840000
G16764.GTEX-PLZ5-0626.3,GTEX-PLZ5-0626-SM-2I5F8,GTEX-PLZ5,Heart - Left Ventricle,149840000
G58536.GTEX-13113-1626.2,GTEX-13113-1626-SM-5EQ4I,GTEX-13113,Skin - Not Sun Exposed (Suprapubic),80800000
G60383.GTEX-13FTW-1126.3,GTEX-13FTW-1126-SM-5J2NV,GTEX-13FTW,Liver,94253333
G52453.GTEX-111YS-0126.3,GTEX-111YS-0126-SM-5987T,GTEX-111YS,Adrenal Gland,85280000
G59522.GTEX-11XUK-0826.2,GTEX-11XUK-0826-SM-5GU6P,GTEX-11XUK,Esophagus - Mucosa,63706666
G34346.GTEX-S95S-1126-SM-4B64E.3,GTEX-S95S-1126-SM-4B64E,GTEX-S95S,Testis,106880000
G59411.GTEX-131XF-0726.4,GTEX-131XF-0726-SM-5GIE5,GTEX-131XF,Adipose - Visceral (Omentum),72586666
G65064.GTEX-ZDTS-1826.2,GTEX-ZDTS-1826-SM-5S2N6,GTEX-ZDTS,Adipose - Visceral (Omentum),76760000
G40769.GTEX-VUSG-1126-SM-4KKZQ.2,GTEX-VUSG-1126-SM-4KKZQ,GTEX-VUSG,Esophagus - Muscularis,73400000
G52342.GTEX-12WSB-0011-R11b.1,GTEX-12WSB-0011-R11b-SM-57WBJ,GTEX-12WSB,Brain - Cerebellar Hemisphere,86893333
G39657.GTEX-UJMC-1226-SM-4IHLI.2,GTEX-UJMC-1226-SM-4IHLI,GTEX-UJMC,Stomach,72320000
G62759.GTEX-13PL6-0011-R6a.3,GTEX-13PL6-0011-R6a-SM-5O9C5,GTEX-13PL6,Brain - Nucleus accumbens (basal ganglia),114813333
G40772.GTEX-VUSG-1726-SM-4KKZL.2,GTEX-VUSG-1726-SM-4KKZL,GTEX-VUSG,Small Intestine - Terminal Ileum,80480000
G63206.GTEX-13S7M-0011-R3a.2,GTEX-13S7M-0011-R3a-SM-5PNX2,GTEX-13S7M,Brain - Anterior cingulate cortex (BA24),122880000
G22921.GTEX-U3ZN-2226-SM-3DB88.1,GTEX-U3ZN-2226-SM-3DB88,GTEX-U3ZN,Muscle - Skeletal,197266666
G32798.GTEX-X4XX-0011-R3B-SM-46MWK.2,GTEX-X4XX-0011-R3B-SM-46MWK,GTEX-X4XX,Brain - Anterior cingulate cortex (BA24),60253333
G60771.GTEX-13O3O-1126.2,GTEX-13O3O-1126-SM-5KM4Q,GTEX-13O3O,Artery - Aorta,66053333
G63172.GTEX-145MH-0011-R6a.2,GTEX-145MH-0011-R6a-SM-5PNZ7,GTEX-145MH,Brain - Nucleus accumbens (basal ganglia),194586666
G59559.GTEX-11OF3-1726.2,GTEX-11OF3-1726-SM-5GU5Q,GTEX-11OF3,Prostate,69040000
G63896.GTEX-11OF3-2426.2,GTEX-11OF3-2426-SM-5Q5AS,GTEX-11OF3,Adipose - Subcutaneous,74026666
G62405.GTEX-12WSL-0926.2,GTEX-12WSL-0926-SM-5N9EK,GTEX-12WSL,Artery - Coronary,130386666
G59438.GTEX-ZYT6-2226.4,GTEX-ZYT6-2226-SM-5GIC9,GTEX-ZYT6,Kidney - Cortex,83706666
G65253.GTEX-147GR-0011-R6b.2,GTEX-147GR-0011-R6b-SM-5S2RO,GTEX-147GR,Brain - Nucleus accumbens (basal ganglia),57480000
G62472.GTEX-11GSP-0011-R11b.2,GTEX-11GSP-0011-R11b-SM-5NQ7V,GTEX-11GSP,Brain - Cerebellar Hemisphere,62120000
G62743.GTEX-11OF3-0006.3,GTEX-11OF3-0006-SM-5O9CM,GTEX-11OF3,Whole Blood,139360000
